career_stage,primary_area,origin_region,work_region,llm_intelligence,llm_intelligence_future,agreement,supp_research_area,occupation,criteria,lacking_criteria,entity_intelligence,intelligence_tests,research_goals
Postdoc,Natural Language Processing,Europe,Europe,Agree,"Yes, I agree",More would agree than disagree,"['AI Ethics', 'AI', 'Comp. Ling.', 'ML']",['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Embodiment', 'Knowledge acq.', 'Reasoning']","['Human', 'Cats', 'Ants', 'Autonomous robotic systems', 'LLM-based chatbot', 'LLM-based agents']","['Other (please specify)', 'I do not believe that we currently have such a test']","['Practically Useful', 'interaction of tech and society']"
"Research student (PhD, MPhil)",Natural Language Processing,Europe,Europe,Agree,"No, I strongly disagree",Unsure,['CSS'],['Academia'],"['Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity']","['Knowledge acq.', 'Goal Ach.', 'Adaptability', 'Consciousness']","['Human', 'Cats', 'Ants']","['Turing test', 'Generalization tests']","['Practically Useful', 'interaction of tech and society']"
Senior (faculty or industry),Natural Language Processing,Asia,Asia,Disagree,"No, I disagree",More would agree than disagree,"['AI', 'Comp. Ling.', 'HCI', 'ML']",['Academia'],"['Embodiment', 'Perception', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Generalization', 'Creativity', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Reasoning', 'Generalization', 'Creativity', 'Understanding']",['Human'],"['preference ranking', 'IQ tests', 'SAT/MSAT', 'LM Benchmarks', 'Turing test', 'Generalization tests']","['Practically Useful', 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Natural Language Processing,Europe,Europe,Disagree,"No, I disagree",More would disagree than agree,[],['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Generalization']","['Knowledge acq.', 'Generalization', 'Understanding']","['Human', 'Cats', 'Ants']",['Generalization tests'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Junior (faculty or industry),Computational Linguistics,Europe,Europe,Strongly disagree,"No, I disagree",Unsure,"['AI Ethics', 'AI', 'NLP']","['Academia', 'Industry']","['Env. interaction', 'Embodiment', 'Creativity', 'Consciousness', 'Understanding']","['Embodiment', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats']",['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Junior (faculty or industry),Artificial Intelligence,Asia,Europe,Disagree,"Yes, I agree",More would disagree than agree,"['AI Ethics', 'CSS', 'Information Science']","['Academia', 'Industry']","['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Consciousness']",['Human'],['I do not believe that we currently have such a test'],"['Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Other,Natural Language Processing,Asia,Europe,Strongly disagree,"No, I disagree",Unsure,"['AI', 'Comp. Ling.', 'ML']","['Industry', 'Government/non-profit']","['Knowledge acq.', 'Reasoning', 'Consciousness', 'Understanding']","['Problem solving', 'Reasoning', 'Consciousness', 'Understanding']","['Human', 'Cats']","['Other (please specify)', 'I do not believe that we currently have such a test']","['Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Natural Language Processing,Europe,Europe,Agree,,Unsure,[],['Academia'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Consciousness']","['Human', 'Cats', 'Ants', 'Autonomous robotic systems', 'LLM-based chatbot', 'LLM-based agents']","['preference ranking', 'IQ tests', 'SAT/MSAT', 'LM Benchmarks', 'Turing test', 'Generalization tests']",['Adding to the knowledge/scientific understanding']
"Research student (PhD, MPhil)",Natural Language Processing,Europe,Europe,Disagree,"No, I strongly disagree",Unsure,['Comp. Ling.'],"['Academia', 'Government/non-profit']","['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Adaptability', 'Generalization']","['Env. interaction', 'Embodiment', 'Knowledge acq.', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],['Practically Useful']
"Research student (PhD, MPhil)",Computational Linguistics,Europe,Europe,Strongly disagree,"No, I strongly disagree",More would disagree than agree,['ML'],['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Adaptability', 'Generalization', 'Consciousness', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Artificial Intelligence,Asia,Asia,Strongly disagree,"No, I strongly disagree",More would agree than disagree,"['Comp. Ling.', 'ML']",['Academia'],"['Knowledge acq.', 'Generalization']","['Embodiment', 'Perception', 'Problem solving', 'Goal Ach.', 'Generalization', 'Creativity', 'Consciousness']",['Human'],['Generalization tests'],['Practically Useful']
Senior (faculty or industry),Artificial Intelligence,America,America,Disagree,,Unsure,"['Comp. Ling.', 'CSS', 'ML', 'NLP']",['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Consciousness', 'Understanding']","['Env. interaction', 'Perception', 'Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Consciousness']","['Human', 'Cats']","['Generalization tests', 'I do not believe that we currently have such a test']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful']"
Senior (faculty or industry),Natural Language Processing,Europe,Europe,Agree,"Yes, I agree",More would agree than disagree,"['AI', 'Comp. Ling.', 'HCI', 'NLP']",['Academia'],"['Perception', 'Goal Ach.', 'Reasoning', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Planning', 'Adaptability', 'Consciousness']","['Human', 'Cats', 'Ants', 'LLM-based chatbot', 'LLM-based agents']","['preference ranking', 'IQ tests', 'SAT/MSAT', 'Generalization tests']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Machine Learning,Europe,Europe,Agree,,More would disagree than agree,"['AI Ethics', 'AI', 'CogSci', 'Philosophy', 'Psychology']",['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Embodiment', 'Goal Ach.']",[],"['Generalization tests', 'Other (please specify)']","['Adding to the knowledge/scientific understanding', 'Other']"
Senior (faculty or industry),Natural Language Processing,America,America,Strongly disagree,"No, I strongly disagree",More would agree than disagree,"['AI', 'Comp. Ling.', 'CogSci']",['Academia'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']","['Human', 'Cats', 'Ants']","['IQ tests', 'Turing test', 'Generalization tests', 'Other (please specify)']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Computational Linguistics,Asia,Asia,Strongly disagree,"No, I disagree",Unsure,"['CSS', 'NLP', 'Psycholinguistics']",['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization']","['Knowledge acq.', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']",['None'],['I do not believe that we currently have such a test'],['Adding to the knowledge/scientific understanding']
"Research student (PhD, MPhil)",Natural Language Processing,Europe,Europe,Agree,"Yes, I strongly agree",Unsure,"['AI', 'Comp. Ling.', 'ML']",['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Env. interaction', 'Embodiment', 'Adaptability', 'Generalization', 'Consciousness']","['Human', 'Cats', 'Ants', 'Narrow systems', 'Autonomous robotic systems', 'Earlier chatbot', 'LLM-based chatbot', 'LLM-based agents']","['preference ranking', 'SAT/MSAT', 'LM Benchmarks', 'Turing test', 'Generalization tests', 'Other (please specify)', 'I do not believe that we currently have such a test']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Natural Language Processing,Asia,Asia,Disagree,"Yes, I agree",Unsure,['HCI'],"['Academia', 'Industry']","['Perception', 'Reasoning', 'Planning', 'Adaptability', 'Generalization']","['Reasoning', 'Planning', 'Adaptability', 'Generalization']",['Human'],['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Computational Linguistics,Europe,Europe,Disagree,"No, I disagree",More would agree than disagree,['CogSci'],['Academia'],"['Env. interaction', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Knowledge acq.', 'Reasoning', 'Planning', 'Consciousness', 'Understanding']","['Human', 'Cats']",['IQ tests'],['Adding to the knowledge/scientific understanding']
Senior (faculty or industry),Natural Language Processing,Europe,Europe,Disagree,"Yes, I agree",Unsure,"['Comp. Ling.', 'Information Science']",['Academia'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],"['Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Computational Linguistics,Europe,Europe,Disagree,"Yes, I agree",Unsure,['NLP'],['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Generalization', 'Understanding']","['Human', 'Cats']","['Generalization tests', 'Other (please specify)']",['Adding to the knowledge/scientific understanding']
"Research student (PhD, MPhil)",Computational Linguistics,Asia,Asia,Agree,"Yes, I agree",More would agree than disagree,"['AI', 'NLP']",['Academia'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Embodiment', 'Creativity']","['Human', 'Autonomous robotic systems']","['IQ tests', 'Turing test', 'Generalization tests']",['Adding to the knowledge/scientific understanding']
"Research student (PhD, MPhil)",Computational Linguistics,Asia,Europe,Strongly disagree,"No, I disagree",More would disagree than agree,['AI'],['Academia'],"['Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity']","['Knowledge acq.', 'Goal Ach.', 'Adaptability', 'Generalization', 'Creativity']","['Human', 'Cats']","['LM Benchmarks', 'Generalization tests', 'I do not believe that we currently have such a test']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Machine Learning,Europe,Europe,Strongly disagree,"No, I strongly disagree",Most would disagree with me,['Other'],['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']","['Human', 'Cats', 'Ants', 'Amoebas']",['Generalization tests'],"['interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Junior (faculty or industry),Natural Language Processing,Europe,Europe,Agree,"Yes, I agree",Unsure,[],['Academia'],"['Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Reasoning', 'Adaptability', 'Generalization', 'Consciousness']","['Human', 'Cats']",['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Postdoc,"Psychology (cognitive, developmental)",Europe,Europe,Disagree,"Yes, I agree",More would agree than disagree,"['CSS', 'CogSci']",['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Env. interaction', 'Embodiment', 'Reasoning', 'Consciousness', 'Understanding']","['Human', 'Cats']","['preference ranking', 'IQ tests', 'Generalization tests']",['Adding to the knowledge/scientific understanding']
Senior (faculty or industry),Natural Language Processing,Europe,Europe,Agree,"Yes, I agree",More would agree than disagree,"['AI', 'Comp. Ling.', 'ML', 'Psycholinguistics']",['Academia'],"['Env. interaction', 'Perception', 'Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Embodiment', 'Perception', 'Reasoning', 'Generalization', 'Consciousness']","['Human', 'Cats', 'LLM-based chatbot', 'LLM-based agents']",['I do not believe that we currently have such a test'],"[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Natural Language Processing,Europe,America,Strongly disagree,,More would agree than disagree,"['Comp. Ling.', 'CogSci', 'Other']",['Government/non-profit'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Perception', 'Knowledge acq.', 'Goal Ach.', 'Reasoning', 'Adaptability', 'Generalization']","['Human', 'Cats']",['Generalization tests'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Junior (faculty or industry),Natural Language Processing,America,America,Strongly disagree,"No, I strongly disagree",More would agree than disagree,['AI'],['Academia'],"['Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Planning', 'Generalization', 'Creativity', 'Consciousness']","['Human', 'Cats', 'Ants']","['Other (please specify)', 'I do not believe that we currently have such a test']","['Practically Useful', 'Adding to the knowledge/scientific understanding']"
